planet_name,num_stars,controv_flag,orbital_period,planet_semi-major_axis,planet_radius,planet_mass,eccentricity,insolation_flux,equi_temp,spectral_type,stellar_temp,stellar_radius,stellar_mass,distance
Kepler-703 b,1,0,4.58352176,,8.2,,,,,,6185,1.27,1.18,1156.83
Kepler-703 b,1,0,,,6.273,,,373.11,,,5814,1.02,,1156.83
Kepler-703 b,1,0,4.58352095,0.0535,5.39,,0,274.98,1038,,5815,0.88,0.97,1156.83
Kepler-703 b,1,0,4.58352177,,,,,,,,5825,1.06,1.05,1156.83
Kepler-703 b,1,0,4.5835218,,,,,,,,5825,1.06,1.05,1156.83
Kepler-703 b,1,0,4.58352095,,,,,,,,5825,1.06,1.05,1156.83
Kepler-704 b,1,0,3.76182115,0.047,2.59,,0,372.62,1120,,5653,0.95,0.97,1228.83
Kepler-704 b,1,0,3.76185348,,,,,,,,5427,1.18,0.95,1228.83
Kepler-704 b,1,0,3.76181843,0.047,2.66,,0,372.62,1121,,5653,0.95,0.97,1228.83
Kepler-704 b,1,0,3.76182115,0.047,2.59,,0,372.62,1120,,5653,0.95,0.97,1228.83
Kepler-704 b,1,0,,,3.119,,,514.12,,,5653,1.11,,1228.83
Kepler-704 b,1,0,3.761849,0.045,2.1,,0,,1102,,5577,0.9,0.88,1228.83
Kepler-704 b,1,0,3.76182115,0.047,2.59,,0,372.62,1120,,5653,0.95,0.97,1228.83
Kepler-704 b,1,0,3.76182115,,2.61,,,,,,5616,0.96,0.97,1228.83
Kepler-704 b,1,0,3.76181843,,,,,,,,5427,1.18,0.95,1228.83
Kepler-705 b,1,0,56.05623,0.232,2.76,,,0.73,265,,3674,0.5,0.53,276.881
Kepler-705 b,1,0,56.0560754,,,,,,,,3631,0.55,0.55,276.881
Kepler-705 b,1,0,56.0560538,0.2261,1.96,,0,0.64,229,,3593,0.47,0.49,276.881
Kepler-705 b,1,0,,,2.207,,,0.9,,,3593,0.56,,276.881
Kepler-705 b,1,0,56.0560538,,2.11,,,,,,3722,0.51,0.53,276.881
Kepler-705 b,1,0,56.05628,0.231,2.18,,0,,253,,3893,0.5,0.52,276.881
Kepler-705 b,1,0,56.0560538,0.2261,1.96,,0,0.64,229,,3593,0.47,0.49,276.881
Kepler-705 b,1,0,56.05602601,,,,,,,,3631,0.55,0.55,276.881
Kepler-705 b,1,0,56.0560754,0.228,1.94,,0,0.69,233,,3593,0.49,0.5,276.881
Kepler-705 b,1,0,56.0560538,0.2261,1.96,,0,0.64,229,,3593,0.47,0.49,276.881
Kepler-705 b,1,0,56.05597307,,,,,,,,3631,0.55,0.55,276.881
Kepler-706 b,1,0,41.40831347,0.2162,11.71,,0,9.93,453,,5522,0.75,0.79,886.667
Kepler-706 b,1,0,41.40831347,,13.17,,,,,,5394,0.84,0.87,886.667
Kepler-706 b,1,0,41.40831669,0.2162,11.38,,0,9.93,453,,5522,0.75,0.79,886.667
Kepler-706 b,1,0,41.40831347,0.2162,11.71,,0,9.93,453,,5522,0.75,0.79,886.667
Kepler-706 b,1,0,,,13.945,,,15.01,,,5526,0.92,,886.667
Kepler-706 b,1,0,41.40831347,0.2162,11.71,,0,9.93,453,,5522,0.75,0.79,886.667
Kepler-706 b,1,0,41.4083,0.228,12.2,,0,,466,,5579,0.82,0.92,886.667
Kepler-706 b,1,0,41.40831669,,,,,,,,5173.66,0.97,0.88,886.667
Kepler-706 b,1,0,41.40831795,,,,,,,,5173.66,0.97,0.88,886.667
Kepler-706 b,1,0,41.4083208,,,,,,,,5173.66,0.97,0.88,886.667
Kepler-707 b,1,0,2.237492,0.031,1.79,,0,,1116,,5215,0.73,0.82,591.776
Kepler-707 b,1,0,2.23749275,,1.33,,,,,,5099,0.76,0.8,591.776
Kepler-707 b,1,0,2.23749275,0.0315,1.35,,0,384.08,1129,,5228,0.76,0.84,591.776
Kepler-707 b,1,0,,,1.251,,,336.67,,,5263,0.72,,591.776
Kepler-707 b,1,0,2.23748957,,,,,,,,5110,0.72,0.86,591.776
Kepler-707 b,1,0,2.23748957,0.0325,1.41,,0,427.17,1160,,5265,0.81,0.91,591.776
Kepler-707 b,1,0,2.23751556,,,,,,,,5110,0.72,0.86,591.776
Kepler-707 b,1,0,2.23749275,0.0315,1.35,,0,384.08,1129,,5228,0.76,0.84,591.776
Kepler-707 b,1,0,2.23749275,0.0315,1.35,,0,384.08,1129,,5228,0.76,0.84,591.776
Kepler-708 b,1,0,3.16789194,0.0426,2.87,,0,526.23,1221,,5895,0.94,1.03,1394.22
Kepler-708 b,1,0,3.167876,0.042,2.7,,0,,1192,,5859,0.89,0.99,1394.22
Kepler-708 b,1,0,3.16789352,,,,,,,,5648.27,1.09,1,1394.22
Kepler-708 b,1,0,3.16789342,0.0426,2.62,,0,526.23,1221,,5895,0.94,1.03,1394.22
Kepler-708 b,1,0,3.16789342,,,,,,,,5648.27,1.09,1,1394.22
Kepler-708 b,1,0,3.16789194,,2.93,,,,,,5692,0.96,0.97,1394.22
Kepler-708 b,1,0,3.16787374,,,,,,,,5648.27,1.09,1,1394.22
Kepler-708 b,1,0,3.16789194,0.0426,2.87,,0,526.23,1221,,5895,0.94,1.03,1394.22
Kepler-708 b,1,0,,,2.983,,,684.76,,,5896,1.07,,1394.22
Kepler-708 b,1,0,3.16789194,0.0426,2.87,,0,526.23,1221,,5895,0.94,1.03,1394.22
Kepler-709 b,1,0,16.08517657,,,,,,,,5128.33,0.73,0.86,664.843
Kepler-709 b,1,0,16.08524954,0.1173,3.19,,0,33.43,613,,5239,0.83,0.83,664.843
Kepler-709 b,1,0,16.085351,0.114,3.3,,0,,604,,5192,0.79,0.77,664.843
Kepler-709 b,1,0,16.08524954,,2.92,,,,,,5071,0.77,0.8,664.843
Kepler-709 b,1,0,16.08518937,0.1173,3.68,,0,33.43,613,,5239,0.83,0.83,664.843
Kepler-709 b,1,0,16.08518937,,,,,,,,5128.33,0.73,0.86,664.843
Kepler-709 b,1,0,16.08523449,,,,,,,,5128.33,0.73,0.86,664.843
Kepler-709 b,1,0,16.08524954,0.1173,3.19,,0,33.43,613,,5239,0.83,0.83,664.843
Kepler-709 b,1,0,,,3.372,,,28.22,,,5239,0.76,,664.843
Kepler-709 b,1,0,16.08524954,0.1173,3.19,,0,33.43,613,,5239,0.83,0.83,664.843
Kepler-710 b,1,0,4.34728553,0.0487,1.6,,0,222.28,985,,5666,0.76,0.81,1448.34
Kepler-710 b,1,0,4.34728878,0.0524,2.36,,0,449.79,1174,,5754,1.12,1.01,1448.34
Kepler-710 b,1,0,4.34728878,,,,,,,,5674.41,1.4,1.01,1448.34
Kepler-710 b,1,0,4.347326,0.051,1.94,,0,,1029,,5725,0.85,0.95,1448.34
Kepler-710 b,1,0,4.34728553,0.0487,1.6,,0,222.28,985,,5666,0.76,0.81,1448.34
Kepler-710 b,1,0,4.34728553,,1.88,,,,,,5611,0.91,0.94,1448.34
Kepler-710 b,1,0,4.34727172,,,,,,,,5674.41,1.4,1.01,1448.34
Kepler-710 b,1,0,4.34728553,0.0487,1.6,,0,222.28,985,,5666,0.76,0.81,1448.34
Kepler-710 b,1,0,4.34729687,,,,,,,,5674.41,1.4,1.01,1448.34
Kepler-710 b,1,0,,,2.961,,,710.87,,,5757,1.41,,1448.34
Kepler-711 b,1,0,23.58914398,0.1429,3.07,,0,13.34,487,,4919,0.72,0.7,624.575
Kepler-711 b,1,0,23.58914398,,3.41,,,,,,5222,0.8,0.84,624.575
Kepler-711 b,1,0,23.58920249,,,,,,,,4907,0.78,0.8,624.575
Kepler-711 b,1,0,23.58914398,0.1429,3.07,,0,13.34,487,,4919,0.72,0.7,624.575
Kepler-711 b,1,0,,,3.427,,,15.57,,,4906,0.78,,624.575
Kepler-711 b,1,0,23.58920791,,,,,,,,4907,0.78,0.8,624.575
Kepler-711 b,1,0,23.58917143,,,,,,,,4907,0.78,0.8,624.575
Kepler-711 b,1,0,23.58914398,0.1429,3.07,,0,13.34,487,,4919,0.72,0.7,624.575
Kepler-711 b,1,0,23.58917143,0.1429,3.16,,0,13.34,487,,4919,0.72,0.7,624.575
Kepler-711 b,1,0,23.58906,0.144,3,,0,,480,,4922,0.7,0.71,624.575
Kepler-712 b,1,0,21.02247699,,3.41,,,,,,5148,0.78,0.84,872.493
Kepler-712 b,1,0,21.02250694,,,,,,,,4996,0.76,0.83,872.493
Kepler-712 b,1,0,21.02250608,,,,,,,,4996,0.76,0.83,872.493
Kepler-712 b,1,0,21.02247699,0.1367,3.12,,0,19.93,539,,5330,0.72,0.77,872.493
Kepler-712 b,1,0,21.02250608,0.1378,3.07,,0,17.48,521,,5067,0.75,0.79,872.493
Kepler-712 b,1,0,21.02247699,0.1367,3.12,,0,19.93,539,,5330,0.72,0.77,872.493
Kepler-712 b,1,0,21.02247699,0.1367,3.12,,0,19.93,539,,5330,0.72,0.77,872.493
Kepler-712 b,1,0,21.02242098,,,,,,,,4996,0.76,0.83,872.493
Kepler-712 b,1,0,,,3.082,,,15.8,,,4927,0.75,,872.493
Kepler-712 b,1,0,21.02236,0.14,3.31,,0,,522,,5207,0.72,0.82,872.493
Kepler-712 c,1,0,226.8904775,0.6732,4.53,,0,0.73,236,,5067,0.75,0.79,872.493
Kepler-712 c,1,0,226.89047,0.6676,4.48,,0,0.84,244,,5330,0.72,0.77,872.493
Kepler-712 c,1,0,226.8904775,,,,,,,,4996,0.76,0.83,872.493
Kepler-712 c,1,0,226.89047,0.6676,4.48,,0,0.84,244,,5330,0.72,0.77,872.493
Kepler-712 c,1,0,226.89047,,4.85,,,,,,5148,0.78,0.84,872.493
Kepler-712 c,1,0,,,4.553,,,0.66,,,4927,0.75,,872.493
Kepler-712 c,1,0,226.8910432,,,,,,,,4996,0.76,0.83,872.493
Kepler-712 c,1,0,226.8897,0.682,4.41,,0,,236,,5207,0.72,0.82,872.493
Kepler-712 c,1,0,226.891026,,,,,,,,4996,0.76,0.83,872.493
Kepler-712 c,1,0,226.89047,0.6676,4.48,,0,0.84,244,,5330,0.72,0.77,872.493
Kepler-713 b,1,0,7.41113177,,,,,,,,5819,1.08,1.05,1089.87
Kepler-713 b,1,0,7.41113995,,,,,,,,5819,1.08,1.05,1089.87
Kepler-713 b,1,0,,,2.947,,,228.28,,,5845,1.1,,1089.87
Kepler-713 b,1,0,7.41113177,0.0748,2.45,,0,158.11,905,,5849,0.92,1.01,1089.87
Kepler-713 b,1,0,7.411141,,2.48,,,,,,5785,0.99,0.98,1089.87
Kepler-713 b,1,0,7.411138,0.074,2.5,,0,,890,,5803,0.89,0.97,1089.87
Kepler-713 b,1,0,7.41114851,,,,,,,,5819,1.08,1.05,1089.87
Kepler-713 b,1,0,7.411141,0.0748,2.33,,0,158.11,904,,5849,0.92,1.01,1089.87
Kepler-713 b,1,0,7.411141,0.0748,2.33,,0,158.11,904,,5849,0.92,1.01,1089.87
Kepler-713 b,1,0,7.411141,0.0748,2.33,,0,158.11,904,,5849,0.92,1.01,1089.87
Kepler-714 b,1,0,8.09888799,0.0827,9.19,,0,214.28,976,,6167,1.06,1.15,2083.37
Kepler-714 b,1,0,8.09888799,0.0827,9.19,,0,214.28,976,,6167,1.06,1.15,2083.37
Kepler-714 b,1,0,8.09888774,,,,,,,,5923,1.61,1.08,2083.37
Kepler-714 b,1,0,8.09888799,0.0827,9.19,,0,214.28,976,,6167,1.06,1.15,2083.37
Kepler-714 b,1,0,8.09888906,,,,,,,,5923,1.61,1.08,2083.37
Kepler-714 b,1,0,8.09888906,0.0832,8.95,,0,223.19,986,,6214,1.08,1.17,2083.37
Kepler-714 b,1,0,,,13.16,,,484.01,,,6217,1.58,,2083.37
Kepler-714 b,1,0,8.0988814,0.081,8.2,,0,,957,,6171,1,1.09,2083.37
Kepler-714 b,1,0,8.09888562,,,,,,,,5923,1.61,1.08,2083.37
Kepler-714 b,1,0,8.09888799,,9.67,,,,,,5995,1.12,1.09,2083.37
Kepler-715 b,1,0,10.0065467,,,,,,,,5855,1.17,1.06,1327.44
Kepler-715 b,1,0,10.00652995,0.0933,3.57,,0,139.21,876,,6063,1,1.08,1327.44
Kepler-715 b,1,0,10.00653012,,,,,,,,5855,1.17,1.06,1327.44
Kepler-715 b,1,0,,,3.995,,,181.41,,,6074,1.14,,1327.44
Kepler-715 b,1,0,10.00652995,,3.75,,,,,,5871,1.04,1.04,1327.44
Kepler-715 b,1,0,10.00654756,,,,,,,,5855,1.17,1.06,1327.44
Kepler-715 b,1,0,10.00652995,0.0933,3.57,,0,139.21,876,,6063,1,1.08,1327.44
Kepler-715 b,1,0,10.00652995,0.0933,3.57,,0,139.21,876,,6063,1,1.08,1327.44
Kepler-715 b,1,0,10.006563,0.092,3.1,,0,,854,,6040,0.95,1.05,1327.44
Kepler-715 b,1,0,10.00653012,0.0933,3.52,,0,139.21,876,,6063,1,1.08,1327.44
Kepler-716 b,1,0,10.37159978,,,,,,,,5012,0.74,0.83,635.009
Kepler-716 b,1,0,10.37168453,0.0874,2.79,,0,47.36,669,,5174,0.75,0.83,635.009
Kepler-716 b,1,0,,,2.671,,,42.49,,,5064,0.74,,635.009
Kepler-716 b,1,0,10.37168453,,2.9,,,,,,5099,0.78,0.83,635.009
Kepler-716 b,1,0,10.37168453,0.0874,2.79,,0,47.36,669,,5174,0.75,0.83,635.009
Kepler-716 b,1,0,10.37168928,,,,,,,,5012,0.74,0.83,635.009
Kepler-716 b,1,0,10.37168453,0.0874,2.79,,0,47.36,669,,5174,0.75,0.83,635.009
Kepler-716 b,1,0,10.37168928,0.0873,3.2,,0,63.68,720,,5121,0.89,0.82,635.009
Kepler-716 b,1,0,10.371721,0.086,2.6,,0,,668,,5166,0.74,0.79,635.009
Kepler-716 b,1,0,10.37168863,,,,,,,,5012,0.74,0.83,635.009
Kepler-716 c,1,0,3.96996298,0.046,1.78,,0,229.37,992,,5121,0.89,0.82,635.009
Kepler-716 c,1,0,3.96996298,,,,,,,,5012,0.74,0.83,635.009
Kepler-716 c,1,0,3.96994893,0.0461,1.37,,0,170.21,921,,5174,0.75,0.83,635.009
Kepler-716 c,1,0,3.970006,0.045,1.31,,0,,923,,5166,0.74,0.79,635.009
Kepler-716 c,1,0,3.96999,,1.393,,,,,,5012,0.74,0.83,635.009
Kepler-716 c,1,0,3.96994893,0.0461,1.37,,0,170.21,921,,5174,0.75,0.83,635.009
Kepler-716 c,1,0,3.96994893,0.0461,1.37,,0,170.21,921,,5174,0.75,0.83,635.009
Kepler-717 b,1,0,4.40840023,,2.42,,,,,,5485,0.85,0.88,2805.48
Kepler-717 b,1,0,4.40841678,,,,,,,,5652.17,2.09,1,2805.48
Kepler-717 b,1,0,4.40840023,0.052,2.73,,0,398,1139,,6007,0.96,0.97,2805.48
Kepler-717 b,1,0,4.40840023,0.052,2.73,,0,398,1139,,6007,0.96,0.97,2805.48
Kepler-717 b,1,0,4.40841331,,,,,,,,5652.17,2.09,1,2805.48
Kepler-717 b,1,0,,,5.733,,,1844.59,,,6007,2.07,,2805.48
Kepler-717 b,1,0,4.40840023,0.052,2.73,,0,398,1139,,6007,0.96,0.97,2805.48
Kepler-717 b,1,0,4.40841331,0.052,2.66,,0,398,1139,,6007,0.96,0.97,2805.48
Kepler-717 b,1,0,4.408468,0.053,2.3,,0,,1145,,6018,0.99,1.03,2805.48
Kepler-718 b,1,0,2.05234974,0.031,11.5,,0,,1440,,5875,0.96,0.97,1302.33
Kepler-718 b,1,0,2.05234995,,,,,,,,5767,1.17,1.03,1302.33
Kepler-718 b,1,0,2.0523499,0.0331,13.38,,0,1181.14,1495,,6015,1.05,1.14,1302.33
Kepler-718 b,1,0,2.05234988,0.0322,13.12,,0,1183.18,1497,,5855,1.08,1.05,1302.33
Kepler-718 b,1,0,2.05234988,,,,,,,,5767,1.17,1.03,1302.33
Kepler-718 b,1,0,2.0523499,0.0331,13.38,,0,1181.14,1495,,6015,1.05,1.14,1302.33
Kepler-718 b,1,0,,,13.87,,,1324.2,,,5852,1.14,,1302.33
Kepler-718 b,1,0,2.05234166,,22.511,,,1327.25,1539,,5767,1.17,,1302.33
Kepler-718 b,1,0,2.05234988,,,,,,,,5767,1.17,1.03,1302.33
Kepler-718 b,1,0,2.0523499,,16.56,,,,,,6191,1.3,1.18,1302.33
Kepler-718 b,1,0,2.0523499,0.0331,13.38,,0,1181.14,1495,,6015,1.05,1.14,1302.33
Kepler-719 b,1,0,5.007312,0.057,7.4,,0,,1025,,5878,0.89,1,2497.51
Kepler-719 b,1,0,5.00731666,,,,,,,,5691,1.72,1.01,2497.51
Kepler-719 b,1,0,5.00731778,,8.52,,,,,,5777,0.98,0.99,2497.51
Kepler-719 b,1,0,5.00731778,0.0557,7.3,,0,237.33,1001,,5861,0.83,0.92,2497.51
Kepler-719 b,1,0,,,14.821,,,1053.31,,,5853,1.76,,2497.51
Kepler-719 b,1,0,5.00731778,0.0557,7.3,,0,237.33,1001,,5861,0.83,0.92,2497.51
Kepler-719 b,1,0,5.00731778,0.0557,7.3,,0,237.33,1001,,5861,0.83,0.92,2497.51
Kepler-719 b,1,0,5.00731666,0.0556,6.96,,0,234.28,998,,5865,0.83,0.91,2497.51
Kepler-720 b,1,0,4.70832654,,8.41,,,,,,5618,0.92,0.95,1065.37
Kepler-720 b,1,0,4.70832645,0.0539,10.6,,0,431.02,1162,,5560,1.21,0.94,1065.37
Kepler-720 b,1,0,,,10.004,,,384.56,,,5559,1.14,,1065.37
Kepler-720 b,1,0,4.70832645,,,,,,,,5490,1.15,0.96,1065.37
Kepler-720 b,1,0,4.70832654,0.0539,11.1,,0,431.02,1162,,5560,1.21,0.94,1065.37
Kepler-720 b,1,0,4.70832654,0.0539,11.1,,0,431.02,1162,,5560,1.21,0.94,1065.37
Kepler-720 b,1,0,4.70803528,,11.54,,,363.77,1114,,5490,1.15,,1065.37
Kepler-720 b,1,0,4.70833748,,,,,,,,5490,1.15,0.96,1065.37
Kepler-720 b,1,0,4.708327,0.052,8.5,,0,,1044,,5475,0.97,0.84,1065.37
Kepler-720 b,1,0,4.70832604,,,,,,,,5490,1.15,0.96,1065.37
Kepler-720 b,1,0,4.70832654,0.0539,11.1,,0,431.02,1162,,5560,1.21,0.94,1065.37
Kepler-721 b,1,0,5.39202081,,,,,,,,4944,0.9,0.81,926.598
Kepler-721 b,1,0,5.392066,0.056,2.67,,0,,796,,5110,0.7,0.8,926.598
Kepler-721 b,1,0,5.39202539,0.0581,2.76,,0,123.92,851,,5192,0.8,0.9,926.598
Kepler-721 b,1,0,5.3920269,,,,,,,,4944,0.9,0.81,926.598
Kepler-721 b,1,0,5.39202539,0.0581,2.76,,0,123.92,851,,5192,0.8,0.9,926.598
Kepler-721 b,1,0,5.39202539,0.0581,2.76,,0,123.92,851,,5192,0.8,0.9,926.598
Kepler-721 b,1,0,5.39203498,,,,,,,,4944,0.9,0.81,926.598
Kepler-721 b,1,0,,,2.836,,,138.75,,,5201,0.85,,926.598
Kepler-721 b,1,0,5.39202539,,2.64,,,,,,5075,0.78,0.82,926.598
Kepler-721 b,1,0,5.3920269,0.0583,2.68,,0,123.33,850,,5198,0.8,0.92,926.598
Kepler-722 b,1,0,,,2.692,,,414.6,,,6084,0.94,,1239.5
Kepler-722 b,1,0,4.09357325,0.0514,2.46,,0,461.07,1182,,6077,1,1.08,1239.5
Kepler-722 b,1,0,4.09357846,0.0514,2.85,,0,461.07,1182,,6077,1,1.08,1239.5
Kepler-722 b,1,0,4.09357325,0.0514,2.46,,0,461.07,1182,,6077,1,1.08,1239.5
Kepler-722 b,1,0,4.09357036,,,,,,,,5732,0.97,1.02,1239.5
Kepler-722 b,1,0,4.09357325,,2.63,,,,,,5863,1.05,1.03,1239.5
Kepler-722 b,1,0,4.093602,0.051,2.29,,0,,1153,,6050,0.95,1.05,1239.5
Kepler-722 b,1,0,4.09357846,,,,,,,,5732,0.97,1.02,1239.5
Kepler-722 b,1,0,4.09357325,0.0514,2.46,,0,461.07,1182,,6077,1,1.08,1239.5
Kepler-722 c,1,0,105.145959,,,,,,,,5732,0.97,1.02,1239.5
Kepler-722 c,1,0,,,3.236,,,5.48,,,6084,0.94,,1239.5
Kepler-722 c,1,0,105.144749,0.4471,2.71,,0,6.09,401,,6077,1,1.08,1239.5
Kepler-722 c,1,0,105.144749,,2.82,,,,,,5863,1.05,1.03,1239.5
Kepler-722 c,1,0,105.1449023,,,,,,,,5732,0.97,1.02,1239.5
Kepler-722 c,1,0,105.1456467,,,,,,,,5732,0.97,1.02,1239.5
Kepler-722 c,1,0,105.145959,0.4471,3.43,,0,6.09,401,,6077,1,1.08,1239.5
Kepler-722 c,1,0,105.152,0.443,2.7,,0,,391,,6050,0.95,1.05,1239.5
Kepler-722 c,1,0,105.144749,0.4471,2.71,,0,6.09,401,,6077,1,1.08,1239.5
Kepler-722 c,1,0,105.144749,0.4471,2.71,,0,6.09,401,,6077,1,1.08,1239.5
Kepler-723 b,1,0,4.08227507,0.0477,10.85,,0,254.43,1019,,5649,0.8,0.87,1071.8
Kepler-723 b,1,0,4.08227489,0.0479,10.55,,0,251.48,1016,,5655,0.79,0.89,1071.8
Kepler-723 b,1,0,4.08227618,,,,,,,,,,,1071.8
Kepler-723 b,1,0,4.08228939,,,,,399.78,1140,,5780,,,1071.8
Kepler-723 b,1,0,4.08227507,0.0477,10.85,,0,254.43,1019,,5649,0.8,0.87,1071.8
Kepler-723 b,1,0,4.08227489,,,,,,,,,,,1071.8
Kepler-723 b,1,0,4.08227693,0.049,11.1,,0,,1037,,5679,0.84,0.94,1071.8
Kepler-723 b,1,0,4.08227507,,12.19,,,,,,5539,0.89,0.92,1071.8
Kepler-723 b,1,0,4.08227507,0.0477,10.85,,0,254.43,1019,,5649,0.8,0.87,1071.8
Kepler-724 b,1,0,3.31494634,0.0433,3.63,,0,421.03,1155,,5609,0.94,0.98,853.119
Kepler-724 b,1,0,,,3.527,,,339.4,,,5611,0.85,,853.119
Kepler-724 b,1,0,3.31494634,0.0433,3.63,,0,421.03,1155,,5609,0.94,0.98,853.119
Kepler-724 b,1,0,3.3149482,,,,,,,,5283.54,0.92,0.91,853.119
Kepler-724 b,1,0,3.31494736,,,,,,,,5283.54,0.92,0.91,853.119
Kepler-724 b,1,0,3.31494736,0.0433,3.94,,0,421.03,1155,,5609,0.94,0.98,853.119
Kepler-724 b,1,0,3.3149455,,,,,,,,5283.54,0.92,0.91,853.119
Kepler-724 b,1,0,3.3149523,0.041,4,,0,,1128,,5513,0.88,0.86,853.119
Kepler-724 b,1,0,3.31494634,0.0433,3.63,,0,421.03,1155,,5609,0.94,0.98,853.119
Kepler-724 b,1,0,3.31494634,,3.29,,,,,,5437,0.86,0.9,853.119
Kepler-725 b,1,0,39.6431552,0.215,10.98,,0,11.74,472,,5231,0.9,0.84,758.469
Kepler-725 b,1,0,39.64317811,0.2205,10.52,,0,12.14,476,,5552,0.83,0.91,758.469
Kepler-725 b,1,0,39.6431552,,,,,,,,5293,0.83,0.91,758.469
Kepler-725 b,1,0,39.643231,0.218,10.1,,0,,476,,5526,0.83,0.88,758.469
Kepler-725 b,1,0,39.64317811,0.2205,10.52,,0,12.14,476,,5552,0.83,0.91,758.469
Kepler-725 b,1,0,,,9.94,,,10.97,,,5399,0.81,,758.469
Kepler-725 b,1,0,39.64317811,0.2205,10.52,,0,12.14,476,,5552,0.83,0.91,758.469
Kepler-725 b,1,0,39.64317811,,10.63,,,,,,5363,0.84,0.88,758.469
Kepler-725 b,1,0,39.64315092,,,,,,,,5293,0.83,0.91,758.469
Kepler-726 b,1,0,21.80451088,0.1411,2.72,,0,21.5,549,,5511,0.72,0.79,762.081
Kepler-726 b,1,0,21.80451611,0.1406,2.6,,0,20.48,543,,5481,0.71,0.81,762.081
Kepler-726 b,1,0,21.80441,0.148,2.92,,0,,571,,5551,0.81,0.91,762.081
Kepler-726 b,1,0,21.80451088,0.1411,2.72,,0,21.5,549,,5511,0.72,0.79,762.081
Kepler-726 b,1,0,21.80451611,,,,,,,,5406,0.79,0.94,762.081
Kepler-726 b,1,0,,,2.874,,,25.3,,,5493,0.78,,762.081
Kepler-726 b,1,0,21.80451088,0.1411,2.72,,0,21.5,549,,5511,0.72,0.79,762.081
Kepler-726 b,1,0,21.8051576,,,,,,,,5406,0.79,0.94,762.081
Kepler-726 b,1,0,21.80451088,,3.26,,,,,,5452,0.85,0.88,762.081
Kepler-726 b,1,0,21.80449556,,,,,,,,5406,0.79,0.94,762.081
Kepler-727 b,1,0,5.15448442,0.0546,2.65,,0,204.1,964,,5431,0.88,0.82,831.842
Kepler-727 b,1,0,5.154441,0.055,2.2,,0,,957,,5417,0.88,0.82,831.842
Kepler-727 b,1,0,5.15448442,0.0546,2.65,,0,204.1,964,,5431,0.88,0.82,831.842
Kepler-727 b,1,0,,,2.725,,,176.69,,,5433,0.82,,831.842
Kepler-727 b,1,0,5.15448142,,,,,,,,5294.85,0.82,0.91,831.842
Kepler-727 b,1,0,5.15448142,0.0546,2.94,,0,204.1,964,,5431,0.88,0.82,831.842
Kepler-727 b,1,0,5.15448442,0.0546,2.65,,0,204.1,964,,5431,0.88,0.82,831.842
Kepler-727 b,1,0,5.15448405,,,,,,,,5294.85,0.82,0.91,831.842
Kepler-727 b,1,0,5.15448442,,2.53,,,,,,5441,0.86,0.89,831.842
Kepler-728 b,1,0,5.74347106,,,,,,,,5567,1.4,0.98,1765.23
Kepler-728 b,1,0,5.74347727,0.0625,3.23,,0,219.95,982,,5897,0.89,0.98,1765.23
Kepler-728 b,1,0,,,4.624,,,484.51,,,5905,1.32,,1765.23
Kepler-728 b,1,0,5.74347727,0.0625,3.23,,0,219.95,982,,5897,0.89,0.98,1765.23
Kepler-728 b,1,0,5.7434698,0.0625,3.13,,0,219.95,982,,5897,0.89,0.98,1765.23
Kepler-728 b,1,0,5.743491,0.063,3.2,,0,,982,,5894,0.9,1,1765.23
Kepler-728 b,1,0,5.74347727,0.0625,3.23,,0,219.95,982,,5897,0.89,0.98,1765.23
Kepler-728 b,1,0,5.74347727,,3.34,,,,,,5660,0.93,0.95,1765.23
Kepler-728 b,1,0,5.7434698,,,,,,,,5567,1.4,0.98,1765.23
Kepler-728 b,1,0,5.74348015,,,,,,,,5567,1.4,0.98,1765.23
Kepler-729 b,1,0,3.16635237,,,,,,,,5639,1.42,1,1921.15
Kepler-729 b,1,0,3.16635371,0.0432,3.97,,0,621.92,1274,,6007,1,1.07,1921.15
Kepler-729 b,1,0,3.1663528,0.043,3.5,,0,,1216,,5956,0.92,1.02,1921.15
Kepler-729 b,1,0,,,5.045,,,1089.55,,,6010,1.32,,1921.15
Kepler-729 b,1,0,3.16635371,0.0432,3.97,,0,621.92,1274,,6007,1,1.07,1921.15
Kepler-729 b,1,0,3.16635467,,,,,,,,5639,1.42,1,1921.15
Kepler-729 b,1,0,3.16635356,0.0432,3.82,,0,621.92,1273,,6007,1,1.07,1921.15
Kepler-729 b,1,0,3.16635371,0.0432,3.97,,0,621.92,1274,,6007,1,1.07,1921.15
Kepler-729 b,1,0,3.16635371,,3.58,,,,,,5633,0.91,0.94,1921.15
Kepler-729 b,1,0,3.16635356,,,,,,,,5639,1.42,1,1921.15
Kepler-730 b,1,0,6.49168998,,,,,,,,5638,1.38,1,1935.04
Kepler-730 b,1,0,6.49168426,,9.21,,,,,,5726,1.01,1,1935.04
Kepler-730 b,1,0,6.4916717,0.069,8.7,,0,,1022,,6032,1.02,1.02,1935.04
Kepler-730 b,1,0,6.49168426,0.0714,10.3,,0,313.64,1073,,6116,1.13,1.16,1935.04
Kepler-730 b,1,0,6.49168251,,,,,,,,5638,1.38,1,1935.04
Kepler-730 b,1,0,6.49168281,0.0694,12.33,,,,1219,,5620,1.41,1.05,1935.04
